Position,code,recommendations,country,theme_code,description
Supported,186.147.,Adopt further measures to firmly crack down on cult organizations to safeguard freedom of worship and the normal religious order ,Uganda,G1,"Members of minoritiesAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Noted,186.142.,"Stop the prosecution and persecution of people for the practice of their religion or belief including Catholics, other Christians, Tibetans, Uyghurs , and Falun Gong, and set a date for the visit of the Special Rapporteur on Freedom of Religion or Belief ",Canada,D42,"Freedom of thought, conscience and religion"
Noted,186.142.,"Stop the prosecution and persecution of people for the practice of their religion or belief including Catholics, other Christians, Tibetans, Uyghurs , and Falun Gong, and set a date for the visit of the Special Rapporteur on Freedom of Religion or Belief ",Canada,G1,Members of minorities
Noted,186.142.,"Stop the prosecution and persecution of people for the practice of their religion or belief including Catholics, other Christians, Tibetans, Uyghurs , and Falun Gong, and set a date for the visit of the Special Rapporteur on Freedom of Religion or Belief ",Canada,A24,"Cooperation with special proceduresAffected persons:- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Noted,186.152.,Urgently release those being held in detention or imprisonment for exercising their right to freedom of expression ,Sweden,D43,Freedom of opinion and expressionAffected persons:- persons deprived of their liberty
Supported,186.154.,Make further efforts towards safeguarding the freedom of expression of all citizens ,Norway,D43,Freedom of opinion and expressionAffected persons:- general- media
Supported,186.157.,Strengthen the measures aimed at guaranteeing freedom of expression and freedom of the press ,Côte d’Ivoire,D43,Freedom of opinion and expressionAffected persons:- media
Noted,186.161.,Undertake measures enabling unrestricted use of Internet to all members of the society ,Estonia,D43,Freedom of opinion and expressionAffected persons:- general
Supported,186.165.,Strengthen institutional guarantees for the legitimate rights and interests of news agencies and journalists ,Myanmar,D43,Freedom of opinion and expressionAffected persons:- media
Supported,186.169.,Continue strengthening the protection and promotion of the right of all citizens to publicly express their beliefs and opinions ,Chile,D43,Freedom of opinion and expressionAffected persons:- general
Supported,186.170.,Increase transparency of its traditional and social media by guaranteeing the rights of Chinese citizens to freely critique any state organ or functionary ,Australia,D43,Freedom of opinion and expressionAffected persons:- media
Supported,186.162.,"Further develop and manage internet and communications sectors, ensuring the legitimate rights and interests of ordinary people enjoying safe and secure internet usage ",Viet Nam,D43,Freedom of opinion and expression
Supported,186.162.,"Further develop and manage internet and communications sectors, ensuring the legitimate rights and interests of ordinary people enjoying safe and secure internet usage ",Viet Nam,A12,Acceptance of international normsAffected persons:- general
Supported,186.163.,Strengthen efforts to promote orderly development of Internet and protect the legitimate rights and interests of ordinary people while reinforcing the legislation on Internet information protection and supervision ,Bangladesh,D43,Freedom of opinion and expression
Supported,186.163.,Strengthen efforts to promote orderly development of Internet and protect the legitimate rights and interests of ordinary people while reinforcing the legislation on Internet information protection and supervision ,Bangladesh,A12,Acceptance of international normsAffected persons:- general
Noted,186.151.,"Remove restrictions on freedom of information and expression that are not in accordance with international human rights law—established by law, and deemed necessary and proportionate ",Sweden,D43,Freedom of opinion and expression
Noted,186.151.,"Remove restrictions on freedom of information and expression that are not in accordance with international human rights law—established by law, and deemed necessary and proportionate ",Sweden,A41,Constitutional and legislative frameworkAffected persons:- media
Noted,186.151.," Take the necessary measures to eliminate restrictions on the freedom of expression, including those imposed to national and international journalists ",Costa Rica,D43,Freedom of opinion and expression
Noted,186.151.," Take the necessary measures to eliminate restrictions on the freedom of expression, including those imposed to national and international journalists ",Costa Rica,A41,Constitutional and legislative frameworkAffected persons:- media
Noted,186.151., Repeal any unreasonable restrictions on freedom of expression particularly for the media ,Poland,D43,Freedom of opinion and expression
Noted,186.151., Repeal any unreasonable restrictions on freedom of expression particularly for the media ,Poland,A41,Constitutional and legislative frameworkAffected persons:- media
Noted,186.153.,"Ensure that all laws, regulations and judicial interpretations comply with the Constitution and the ICCPR to ensure that the constitutionally provided right to freedom of expression is fulfilled ",Denmark,D43,Freedom of opinion and expression
Noted,186.153.,"Ensure that all laws, regulations and judicial interpretations comply with the Constitution and the ICCPR to ensure that the constitutionally provided right to freedom of expression is fulfilled ",Denmark,A41,Constitutional and legislative framework
Noted,186.153.,"Ensure that all laws, regulations and judicial interpretations comply with the Constitution and the ICCPR to ensure that the constitutionally provided right to freedom of expression is fulfilled ",Denmark,D1,Civil & political rights - general measures of implementationAffected persons:- general
Supported,186.166.,Continue the spread of internet connections throughout the rural areas ,Ethiopia,D43,Freedom of opinion and expression
Supported,186.166.,Continue the spread of internet connections throughout the rural areas ,Ethiopia,B41,Right to development
Supported,186.166.,Continue the spread of internet connections throughout the rural areas ,Ethiopia,H4,Persons living in rural areasAffected persons:- general- persons living in rural areas
Noted,186.137.,"Stop all criminal prosecutions, arrests and all other forms of intimidation of individuals as a result of the peaceful exercise of their rights to freedom of expression, freedom of association, and assembly, or freedom of religion and belief ",Spain,D43,Freedom of opinion and expression
Noted,186.137.,"Stop all criminal prosecutions, arrests and all other forms of intimidation of individuals as a result of the peaceful exercise of their rights to freedom of expression, freedom of association, and assembly, or freedom of religion and belief ",Spain,D45,Freedom of association
Noted,186.137.,"Stop all criminal prosecutions, arrests and all other forms of intimidation of individuals as a result of the peaceful exercise of their rights to freedom of expression, freedom of association, and assembly, or freedom of religion and belief ",Spain,D42,"Freedom of thought, conscience and religionAffected persons:- general"
Supported,186.136.,"Expedite legal and institutional reforms to fully protect in law and in practice freedom of expression, association and assembly, and religion and belief ",Australia,D43,Freedom of opinion and expression
Supported,186.136.,"Expedite legal and institutional reforms to fully protect in law and in practice freedom of expression, association and assembly, and religion and belief ",Australia,D45,Freedom of association
Supported,186.136.,"Expedite legal and institutional reforms to fully protect in law and in practice freedom of expression, association and assembly, and religion and belief ",Australia,D42,"Freedom of thought, conscience and religion"
Supported,186.136.,"Expedite legal and institutional reforms to fully protect in law and in practice freedom of expression, association and assembly, and religion and belief ",Australia,D44,Right to peaceful assembly
Supported,186.136.,"Expedite legal and institutional reforms to fully protect in law and in practice freedom of expression, association and assembly, and religion and belief ",Australia,A41,Constitutional and legislative frameworkAffected persons:- general
Noted,186.159.,"Remove all the obstacles to freedom of information on the Internet, and guarantee freedom of expression, assembly and association for all ",France,D43,Freedom of opinion and expression
Noted,186.159.,"Remove all the obstacles to freedom of information on the Internet, and guarantee freedom of expression, assembly and association for all ",France,D45,Freedom of association
Noted,186.159.,"Remove all the obstacles to freedom of information on the Internet, and guarantee freedom of expression, assembly and association for all ",France,D44,Right to peaceful assemblyAffected persons:- general
Supported,186.155.,"Reform legislation and law enforcement in order to ensure freedom of opinion and expression, including on the internet ",Germany,D43,Freedom of opinion and expression
Supported,186.155.,"Reform legislation and law enforcement in order to ensure freedom of opinion and expression, including on the internet ",Germany,D51,Administration of justice & fair trial
Supported,186.155.,"Reform legislation and law enforcement in order to ensure freedom of opinion and expression, including on the internet ",Germany,A41,Constitutional and legislative frameworkAffected persons:- general
Supported,186.164.,"Investigate activities of fabrication and dissemination of false information, and take measures with regard to persons engaged in illegal activities through Internet ",Cuba,D43,Freedom of opinion and expression
Supported,186.164.,"Investigate activities of fabrication and dissemination of false information, and take measures with regard to persons engaged in illegal activities through Internet ",Cuba,D51,Administration of justice & fair trial
Supported,186.164.,"Investigate activities of fabrication and dissemination of false information, and take measures with regard to persons engaged in illegal activities through Internet ",Cuba,B51,Right to an effective remedyAffected persons:- general
Noted,186.156.,"Take effective measures to guarantee the freedom of expression and the media through amending existing laws and practices, including its State Secrets Law, and to release all human rights defenders and journalists ",Czech Republic,D43,Freedom of opinion and expression
Noted,186.156.,"Take effective measures to guarantee the freedom of expression and the media through amending existing laws and practices, including its State Secrets Law, and to release all human rights defenders and journalists ",Czech Republic,H1,Human rights defenders
Noted,186.156.,"Take effective measures to guarantee the freedom of expression and the media through amending existing laws and practices, including its State Secrets Law, and to release all human rights defenders and journalists ",Czech Republic,A41,Constitutional and legislative frameworkAffected persons:- human rights defenders- media
Noted,186.160.,"Take steps that all persons including bloggers, journalists and human rights defenders can freely exercise their right to freedom of expression, online as well as offline, without fear from censorship or persecution ",Austria,D43,Freedom of opinion and expression
Noted,186.160.,"Take steps that all persons including bloggers, journalists and human rights defenders can freely exercise their right to freedom of expression, online as well as offline, without fear from censorship or persecution ",Austria,H1,Human rights defenders
Noted,186.160.,"Take steps that all persons including bloggers, journalists and human rights defenders can freely exercise their right to freedom of expression, online as well as offline, without fear from censorship or persecution ",Austria,D51,Administration of justice & fair trialAffected persons:- human rights defenders- media
Supported,186.158.,"Ensure that proper investigations are conducted in all cases of attacks on journalists, media workers and human rights defenders ",Poland,D43,Freedom of opinion and expression
Supported,186.158.,"Ensure that proper investigations are conducted in all cases of attacks on journalists, media workers and human rights defenders ",Poland,H1,Human rights defenders
Supported,186.158.,"Ensure that proper investigations are conducted in all cases of attacks on journalists, media workers and human rights defenders ",Poland,D51,Administration of justice & fair trial
Supported,186.158.,"Ensure that proper investigations are conducted in all cases of attacks on journalists, media workers and human rights defenders ",Poland,B51,Right to an effective remedyAffected persons:- human rights defenders- media
Supported,186.167.,Refrain from impeding civil society and respect its international obligations on the right to freedom of peaceful assembly ,Germany,D44,Right to peaceful assembly
Supported,186.167.,Refrain from impeding civil society and respect its international obligations on the right to freedom of peaceful assembly ,Germany,D45,Freedom of associationAffected persons:- general
Supported,186.150.,"Allow national and international NGOs to play a full and active role in promoting and protecting human rights, specifically by expanding registration to all categories of NGOs and social organizations in China and by expanding their freedom to operate effectively ",Netherlands,D45,Freedom of association
Supported,186.150.,"Allow national and international NGOs to play a full and active role in promoting and protecting human rights, specifically by expanding registration to all categories of NGOs and social organizations in China and by expanding their freedom to operate effectively ",Netherlands,H1,Human rights defendersAffected persons:- human rights defenders- general
Supported,186.124.,Continue its efforts to strengthen the judicial system to enhance public security and the rule of law ,Singapore,D51,"Administration of justice & fair trialAffected persons:- judges, lawyers and prosecutors"
Supported,186.125.,Continue implementation of the comprehensive judicial reform which ensures that the judicial authorities exercise their powers in accordance with the law ,Kyrgyzstan,D51,"Administration of justice & fair trialAffected persons:- judges, lawyers and prosecutors"
Supported,186.126.,Continue with judicial reforms with a view to strengthening human rights safeguards ,Nigeria,D51,"Administration of justice & fair trialAffected persons:- judges, lawyers and prosecutors"
Supported,186.130.,Further strengthen the conditions in which lawyers exercise their functions ,Cape Verde,D51,"Administration of justice & fair trialAffected persons:- judges, lawyers and prosecutors"
Supported,186.132.,".Inform the suspects of their rights and obligations in a timely manner in accordance with the law, as well as to actively create conditions for lawyers to get involved in a lawsuit from the stage of criminal investigation ",Timor-Leste,D51,Administration of justice & fair trialAffected persons:- persons deprived of their liberty
Supported,186.129.,"Further improve the regulatory framework for lawyers conducive to the unhindered exercise of their profession, and continue to harmonize laws and regulations with international standards ",Hungary,D51,Administration of justice & fair trial
Supported,186.129.,"Further improve the regulatory framework for lawyers conducive to the unhindered exercise of their profession, and continue to harmonize laws and regulations with international standards ",Hungary,A41,"Constitutional and legislative frameworkAffected persons:- general- judges, lawyers and prosecutors"
Supported,186.133.,Accelerate reform of the administrative justice system so that all persons have access to legal procedures of appeal ,Canada,D51,Administration of justice & fair trial
Supported,186.133.,Accelerate reform of the administrative justice system so that all persons have access to legal procedures of appeal ,Canada,B51,Right to an effective remedyAffected persons:- general
Supported,186.131.,Guarantee access to prompt and effective investigation by an independent and impartial body for defence lawyers alleging that their access to their clients has been unlawfully obstructed ,Finland,D51,Administration of justice & fair trial
Supported,186.131.,Guarantee access to prompt and effective investigation by an independent and impartial body for defence lawyers alleging that their access to their clients has been unlawfully obstructed ,Finland,H1,Human rights defenders
Supported,186.131.,Guarantee access to prompt and effective investigation by an independent and impartial body for defence lawyers alleging that their access to their clients has been unlawfully obstructed ,Finland,B51,Right to an effective remedyAffected persons:- human rights defenders- general
Supported,186.131.," Take steps to ensure lawyers and individuals working to advance human rights can practice their profession freely, including by promptly investigating allegations of violence and intimidation impeding their work ",Canada,D51,Administration of justice & fair trial
Supported,186.131.," Take steps to ensure lawyers and individuals working to advance human rights can practice their profession freely, including by promptly investigating allegations of violence and intimidation impeding their work ",Canada,H1,Human rights defenders
Supported,186.131.," Take steps to ensure lawyers and individuals working to advance human rights can practice their profession freely, including by promptly investigating allegations of violence and intimidation impeding their work ",Canada,B51,Right to an effective remedyAffected persons:- human rights defenders- general
Supported,186.172.,Ensure the implementation of the Electoral Law ,Uganda,D7,Right to participation in public affairs and right to voteAffected persons:- general
Supported,186.173.,"Further guarantee citizens’ right to express themselves, to vote and to be elected ",Uganda,D7,Right to participation in public affairs and right to voteAffected persons:- general
Supported,186.135.,Maintain its effective protection for the family as the fundamental and natural unit of society ,Egypt,D8,Rights related to marriage & familyAffected persons:- general
Supported,186.185.,"Continue to provide comprehensive protection to citizens’ economic, social and cultural rights ",Democratic People’s Republic of Korea,E1,"Economic, social & cultural rights - general measures of implementationAffected persons:- general"
Supported,186.194.,"Continue efforts in implementation of the country’s Plans of Action in particular those relating to the safeguard of the economic, social and cultural rights of the people, including those of the most vulnerable ones and disadvantaged groups ",Cambodia,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,186.194.,"Continue efforts in implementation of the country’s Plans of Action in particular those relating to the safeguard of the economic, social and cultural rights of the people, including those of the most vulnerable ones and disadvantaged groups ",Cambodia,B31,Equality & non-discrimination
Supported,186.194.,"Continue efforts in implementation of the country’s Plans of Action in particular those relating to the safeguard of the economic, social and cultural rights of the people, including those of the most vulnerable ones and disadvantaged groups ",Cambodia,B41,Right to developmentAffected persons:- general
Supported,186.184.,Continue to improve living conditions in rural areas through the realization of social infrastructures and guaranteeing better services for its population ,Niger,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,186.184.,Continue to improve living conditions in rural areas through the realization of social infrastructures and guaranteeing better services for its population ,Niger,B31,Equality & non-discrimination
Supported,186.184.,Continue to improve living conditions in rural areas through the realization of social infrastructures and guaranteeing better services for its population ,Niger,B41,Right to development
Supported,186.184.,Continue to improve living conditions in rural areas through the realization of social infrastructures and guaranteeing better services for its population ,Niger,H4,Persons living in rural areasAffected persons:- general- persons living in rural areas
Supported,186.183.,"Continue the policy of strengthening guarantees of social and economic rights of citizens, in particular in the area of education, health care, social protection and labour, and give special attention to the vulnerable groups such as children, persons with disabilities and national minorities ",Russian Federation,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,186.183.,"Continue the policy of strengthening guarantees of social and economic rights of citizens, in particular in the area of education, health care, social protection and labour, and give special attention to the vulnerable groups such as children, persons with disabilities and national minorities ",Russian Federation,E31,Right to work
Supported,186.183.,"Continue the policy of strengthening guarantees of social and economic rights of citizens, in particular in the area of education, health care, social protection and labour, and give special attention to the vulnerable groups such as children, persons with disabilities and national minorities ",Russian Federation,F4,Persons with disabilities
Supported,186.183.,"Continue the policy of strengthening guarantees of social and economic rights of citizens, in particular in the area of education, health care, social protection and labour, and give special attention to the vulnerable groups such as children, persons with disabilities and national minorities ",Russian Federation,G1,Members of minorities
Supported,186.183.,"Continue the policy of strengthening guarantees of social and economic rights of citizens, in particular in the area of education, health care, social protection and labour, and give special attention to the vulnerable groups such as children, persons with disabilities and national minorities ",Russian Federation,E41,Right to health - General
Supported,186.183.,"Continue the policy of strengthening guarantees of social and economic rights of citizens, in particular in the area of education, health care, social protection and labour, and give special attention to the vulnerable groups such as children, persons with disabilities and national minorities ",Russian Federation,E24,Right to social security
Supported,186.183.,"Continue the policy of strengthening guarantees of social and economic rights of citizens, in particular in the area of education, health care, social protection and labour, and give special attention to the vulnerable groups such as children, persons with disabilities and national minorities ",Russian Federation,E51,"Right to education - GeneralAffected persons:- children- minorities/ racial, ethnic, linguistic, religious or descent-based groups- persons with disabilities"
Supported,186.88.,Improve the collection and publishing of gender-specific data in the fields of economic and social development ,State of Palestine,E1,"Economic, social & cultural rights - general measures of implementation"
Supported,186.88.,Improve the collection and publishing of gender-specific data in the fields of economic and social development ,State of Palestine,F11,Advancement of women
Supported,186.88.,Improve the collection and publishing of gender-specific data in the fields of economic and social development ,State of Palestine,A62,Statistics and indicatorsAffected persons:- general- women
Supported,186.191.,"Continue its national policy aimed at improving the access of citizens to su b sistence and to development, and improve continuously the standard of living of the population according to the national conditions of China ",Morocco,E21,Right to an adequate standard of living - general
Supported,186.191.,"Continue its national policy aimed at improving the access of citizens to su b sistence and to development, and improve continuously the standard of living of the population according to the national conditions of China ",Morocco,E25,Human rights & poverty
Supported,186.191.,"Continue its national policy aimed at improving the access of citizens to su b sistence and to development, and improve continuously the standard of living of the population according to the national conditions of China ",Morocco,A42,Institutions & policies - General
Supported,186.191.,"Continue its national policy aimed at improving the access of citizens to su b sistence and to development, and improve continuously the standard of living of the population according to the national conditions of China ",Morocco,B41,Right to developmentAffected persons:- general- persons living in poverty
Supported,186.192.,"Continue to increase the investment in poverty alleviation and gradually raise the standards for poverty alleviation, and thereby reduce the number of impoverished population ",Mozambique,E21,Right to an adequate standard of living - general
Supported,186.192.,"Continue to increase the investment in poverty alleviation and gradually raise the standards for poverty alleviation, and thereby reduce the number of impoverished population ",Mozambique,E25,Human rights & poverty
Supported,186.192.,"Continue to increase the investment in poverty alleviation and gradually raise the standards for poverty alleviation, and thereby reduce the number of impoverished population ",Mozambique,B41,Right to development
Supported,186.192.,"Continue to increase the investment in poverty alleviation and gradually raise the standards for poverty alleviation, and thereby reduce the number of impoverished population ",Mozambique,A6,"Context, statistics, budget, civil societyAffected persons:- general- persons living in poverty"
Supported,186.188.,Intensify its efforts to eradicate poverty and improve health care facilities for its people ,Mauritius,E21,Right to an adequate standard of living - general
Supported,186.188.,Intensify its efforts to eradicate poverty and improve health care facilities for its people ,Mauritius,E25,Human rights & poverty
Supported,186.188.,Intensify its efforts to eradicate poverty and improve health care facilities for its people ,Mauritius,E41,Right to health - GeneralAffected persons:- general- persons living in poverty
Supported,186.182.,Continue to improve all social security system for all its elderly population ,Brunei Darussalam,E24,Right to social security
Supported,186.182.,Continue to improve all social security system for all its elderly population ,Brunei Darussalam,B31,Equality & non-discriminationAffected persons:- general
Supported,186.186.,Continue its efforts in implementing a social security system accessible to ur ban and rural residents  ,Congo,E24,Right to social security
Supported,186.186.,Continue its efforts in implementing a social security system accessible to ur ban and rural residents  ,Congo,B31,Equality & non-discrimination
Supported,186.186.,Continue its efforts in implementing a social security system accessible to ur ban and rural residents  ,Congo,B41,Right to development
Supported,186.186.,Continue its efforts in implementing a social security system accessible to ur ban and rural residents  ,Congo,H4,Persons living in rural areasAffected persons:- general- persons living in rural areas
Supported,186.181.,Work out methods for implementing the relevant regulations on social security for religious staff ,Jordan,E24,Right to social security
Supported,186.181.,Work out methods for implementing the relevant regulations on social security for religious staff ,Jordan,B31,Equality & non-discrimination
Supported,186.181.,Work out methods for implementing the relevant regulations on social security for religious staff ,Jordan,D42,"Freedom of thought, conscience and religionAffected persons:- general"
Supported,186.180.,Further improve unemployment insurance and elevate the level of unified planning for unemployment insurance funds ,Angola,E24,Right to social security
Supported,186.180.,Further improve unemployment insurance and elevate the level of unified planning for unemployment insurance funds ,Angola,E31,Right to workAffected persons:- general
Supported,186.187.,Continue its measures in the field of social security and health ,Azerbaijan,E24,Right to social security
Supported,186.187.,Continue its measures in the field of social security and health ,Azerbaijan,E41,Right to health - GeneralAffected persons:- general
Supported,186.189.,Redouble its efforts in implementing poverty alleviation projects and promoting the development of impoverished areas ,Malaysia,E25,Human rights & poverty
Supported,186.189.,Redouble its efforts in implementing poverty alleviation projects and promoting the development of impoverished areas ,Malaysia,B31,Equality & non-discrimination
Supported,186.189.,Redouble its efforts in implementing poverty alleviation projects and promoting the development of impoverished areas ,Malaysia,B41,Right to development
Supported,186.189.,Redouble its efforts in implementing poverty alleviation projects and promoting the development of impoverished areas ,Malaysia,H4,Persons living in rural areas
Supported,186.189.,Redouble its efforts in implementing poverty alleviation projects and promoting the development of impoverished areas ,Malaysia,E21,Right to an adequate standard of living - generalAffected persons:- general- persons living in poverty- persons living in rural areas
Supported,186.190.,Maintain and strengthen the achievements made in poverty elimination and further consolidate its continued efforts by giving focus to its integrated rural development schemes and in line with its priority and experience to promote the right to development ,Eritrea,E25,Human rights & poverty
Supported,186.190.,Maintain and strengthen the achievements made in poverty elimination and further consolidate its continued efforts by giving focus to its integrated rural development schemes and in line with its priority and experience to promote the right to development ,Eritrea,B41,Right to development
Supported,186.190.,Maintain and strengthen the achievements made in poverty elimination and further consolidate its continued efforts by giving focus to its integrated rural development schemes and in line with its priority and experience to promote the right to development ,Eritrea,H4,Persons living in rural areas
Supported,186.190.,Maintain and strengthen the achievements made in poverty elimination and further consolidate its continued efforts by giving focus to its integrated rural development schemes and in line with its priority and experience to promote the right to development ,Eritrea,E21,Right to an adequate standard of living - generalAffected persons:- general- persons living in poverty- persons living in rural areas
Supported,186.195.,Ensure the safety of drinking water by promoting the construction of a monitoring network for the safety of drinking water ,Mozambique,E26,Human Rights & drinking water and sanitationAffected persons:- general
Supported,186.178.,Implement the employment priority strategy and ensure equal employment opportunities to urban and rural residents ,Algeria,E31,Right to work
Supported,186.178.,Implement the employment priority strategy and ensure equal employment opportunities to urban and rural residents ,Algeria,B31,Equality & non-discrimination
Supported,186.178.,Implement the employment priority strategy and ensure equal employment opportunities to urban and rural residents ,Algeria,B41,Right to development
Supported,186.178.,Implement the employment priority strategy and ensure equal employment opportunities to urban and rural residents ,Algeria,H4,Persons living in rural areasAffected persons:- general- persons living in rural areas
Supported,186.179.,Continue adopting a job friendly policy and ensuring equal employment opportunities for urban and rural residents ,Bulgaria,E31,Right to work
Supported,186.179.,Continue adopting a job friendly policy and ensuring equal employment opportunities for urban and rural residents ,Bulgaria,B31,Equality & non-discrimination
Supported,186.179.,Continue adopting a job friendly policy and ensuring equal employment opportunities for urban and rural residents ,Bulgaria,B41,Right to development
Supported,186.179.,Continue adopting a job friendly policy and ensuring equal employment opportunities for urban and rural residents ,Bulgaria,H4,Persons living in rural areasAffected persons:- general- persons living in rural areas
Supported,186.176.,"Continue to use the platform of All-China Federation of Trade Unions to safeguard the rights of employees to get employed, paid and social security ",Myanmar,E32,Right to just and favourable conditions of work
Supported,186.176.,"Continue to use the platform of All-China Federation of Trade Unions to safeguard the rights of employees to get employed, paid and social security ",Myanmar,E31,Right to work
Supported,186.176.,"Continue to use the platform of All-China Federation of Trade Unions to safeguard the rights of employees to get employed, paid and social security ",Myanmar,E24,Right to social securityAffected persons:- general
Supported,186.177.,"Continue its efforts to enhance labour rights and ensure the safety of workers, including giving full legislative expression of the principle of equal remuneration for men and women for work of equal value ",Iceland,E32,Right to just and favourable conditions of work
Supported,186.177.,"Continue its efforts to enhance labour rights and ensure the safety of workers, including giving full legislative expression of the principle of equal remuneration for men and women for work of equal value ",Iceland,E31,Right to work
Supported,186.177.,"Continue its efforts to enhance labour rights and ensure the safety of workers, including giving full legislative expression of the principle of equal remuneration for men and women for work of equal value ",Iceland,F12,Discrimination against womenAffected persons:- women
Supported,186.200.,Create a national public service network covering sports for both the urban and rural areas ,Chad,E41,Right to health - General
Supported,186.200.,Create a national public service network covering sports for both the urban and rural areas ,Chad,B31,Equality & non-discrimination
Supported,186.200.,Create a national public service network covering sports for both the urban and rural areas ,Chad,B41,Right to development
Supported,186.200.,Create a national public service network covering sports for both the urban and rural areas ,Chad,H4,Persons living in rural areasAffected persons:- general- persons living in rural areas
Supported,186.203.,Improve maternity care services especially in rural areas and work to increase the percentage of women who give birth in hospitals and to decrease maternal mortality rate during birth ,Qatar,E41,Right to health - General
Supported,186.203.,Improve maternity care services especially in rural areas and work to increase the percentage of women who give birth in hospitals and to decrease maternal mortality rate during birth ,Qatar,B31,Equality & non-discrimination
Supported,186.203.,Improve maternity care services especially in rural areas and work to increase the percentage of women who give birth in hospitals and to decrease maternal mortality rate during birth ,Qatar,B41,Right to development
Supported,186.203.,Improve maternity care services especially in rural areas and work to increase the percentage of women who give birth in hospitals and to decrease maternal mortality rate during birth ,Qatar,H4,Persons living in rural areas
Supported,186.203.,Improve maternity care services especially in rural areas and work to increase the percentage of women who give birth in hospitals and to decrease maternal mortality rate during birth ,Qatar,F12,Discrimination against womenAffected persons:- persons living in rural areas- women
Supported,186.199.,Prevent and treat diseases and popularize knowledge in the prevention and treatment of chronic diseases ,Angola,E41,Right to health - General
Supported,186.199.,Prevent and treat diseases and popularize knowledge in the prevention and treatment of chronic diseases ,Angola,E44,"Health awareness raising, access to informationAffected persons:- general"
Supported,186.201.,Further guarantee children’s right to health and continue the trend to constantly reduce the mortality rate for children under five years of age ,Indonesia,E41,Right to health - General
Supported,186.201.,Further guarantee children’s right to health and continue the trend to constantly reduce the mortality rate for children under five years of age ,Indonesia,F31,Children: definition; general principles; protectionAffected persons:- children
Supported,186.204.,"Continue its efforts in improving health conditions of the people with a view to further reducing maternal and infant mortality, including through awareness-raising ",Sri Lanka,E41,Right to health - General
Supported,186.204.,"Continue its efforts in improving health conditions of the people with a view to further reducing maternal and infant mortality, including through awareness-raising ",Sri Lanka,F31,Children: definition; general principles; protection
Supported,186.204.,"Continue its efforts in improving health conditions of the people with a view to further reducing maternal and infant mortality, including through awareness-raising ",Sri Lanka,A54,Awareness raising and dissemination
Supported,186.204.,"Continue its efforts in improving health conditions of the people with a view to further reducing maternal and infant mortality, including through awareness-raising ",Sri Lanka,F12,Discrimination against womenAffected persons:- children- women
Supported,186.202.,"Improve the quality of maternity services in urban and rural areas, increase the proportion of children born in hospitals and reduce the child mortality rate ",Morocco,E41,Right to health - General
Supported,186.202.,"Improve the quality of maternity services in urban and rural areas, increase the proportion of children born in hospitals and reduce the child mortality rate ",Morocco,F31,Children: definition; general principles; protection
Supported,186.202.,"Improve the quality of maternity services in urban and rural areas, increase the proportion of children born in hospitals and reduce the child mortality rate ",Morocco,H4,Persons living in rural areas
Supported,186.202.,"Improve the quality of maternity services in urban and rural areas, increase the proportion of children born in hospitals and reduce the child mortality rate ",Morocco,F12,Discrimination against womenAffected persons:- children- persons living in rural areas- women
Supported,186.205.,Strengthen the implementation of compulsory education for nine years ,Chad,E51,Right to education - GeneralAffected persons:- general- children
Supported,186.206.,Continue to invest and take appropriate measures to ensure that all school age children enjoy fully the right to education ,Portugal,E51,Right to education - GeneralAffected persons:- children
Supported,186.207.,Continue to improve its education system and access to quality education for its people ,Singapore,E51,Right to education - GeneralAffected persons:- general
Supported,186.208.,Intensify efforts in consolidating the right of education to further raise the level of compulsory education as consolidations as the advance it has made in the human capital formation ,Eritrea,E51,Right to education - GeneralAffected persons:- general- children
Supported,186.210.,Improve access to education for disadvantaged people ,Senegal,E51,Right to education - General
Supported,186.210.,Improve access to education for disadvantaged people ,Senegal,B31,Equality & non-discriminationAffected persons:- general
Supported,186.209.,"Increase the provision of resources for education establishments in remote and rural areas, as well as regions inhabited by ethnic minorities ",Russian Federation,E51,Right to education - General
Supported,186.209.,"Increase the provision of resources for education establishments in remote and rural areas, as well as regions inhabited by ethnic minorities ",Russian Federation,B31,Equality & non-discrimination
Supported,186.209.,"Increase the provision of resources for education establishments in remote and rural areas, as well as regions inhabited by ethnic minorities ",Russian Federation,B41,Right to development
Supported,186.209.,"Increase the provision of resources for education establishments in remote and rural areas, as well as regions inhabited by ethnic minorities ",Russian Federation,G1,Members of minorities
Supported,186.209.,"Increase the provision of resources for education establishments in remote and rural areas, as well as regions inhabited by ethnic minorities ",Russian Federation,A63,Budget and resources (for human rights implementation)
Supported,186.209.,"Increase the provision of resources for education establishments in remote and rural areas, as well as regions inhabited by ethnic minorities ",Russian Federation,H4,"Persons living in rural areasAffected persons:- persons living in rural areas- minorities/ racial, ethnic, linguistic, religious or descent-based groups"
Supported,186.212.,Adopt further measures to fully ensure the right to education of children accompanying rural workers migrating to urban areas ,Italy,E51,Right to education - General
Supported,186.212.,Adopt further measures to fully ensure the right to education of children accompanying rural workers migrating to urban areas ,Italy,B31,Equality & non-discrimination
